lat,long
33.7090212,-117.95441
33.7174708,-117.83114
33.7174708,-117.83114
33.7194001,-84.4789489
33.7341374,-84.114609
33.7398163,-118.28431
33.7405971,-84.3469748
33.7475058,-90.7301999
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.3879824
33.7489954,-84.387982
33.7489954,-84.387982
33.7489954,-84.387982
33.7489954,-84.387982
33.7489954,-84.387982
33.7489954,-84.387982
33.7489954,-84.387982
33.7489954,-84.387982
33.7489954,-84.387982
33.7489954,-84.387982
33.7489954,-84.387982
33.7489954,-84.387982
33.7514966,-84.7477136
33.7589188,-84.3640829
33.7589188,-84.3640829
33.7589188,-84.3640829
33.7589188,-84.3640829
33.7700504,-118.19374
33.7700504,-118.1937395
33.7700504,-118.1937395
33.7700504,-118.1937395
33.7748275,-84.2963123
33.7803832,-84.3360359
33.7948364,-83.713229
33.8081608,-84.170196
33.8187167,-84.5824329
33.8231988,-83.4430118
33.8302961,-116.5452921
33.8302961,-116.5452921
33.8316745,-118.28169
33.836081,-81.163725
33.836081,-81.1637245
33.836081,-81.1637245
33.8372663,-84.406761
33.8622366,-118.3995194
33.8703299,-84.4920695
33.8958492,-118.2200712
33.900996,-98.539295
33.9137085,-98.493387
33.916475,-117.9002918
33.921563,-78.0202677
33.9244531,-84.8413056
33.9304352,-84.3733147
33.9401088,-118.13316
33.9462125,-84.3346473
33.9519347,-83.357567
33.9519347,-83.357567
33.952602,-84.549933
33.952602,-84.5499327
33.952602,-84.5499327
33.9533487,-117.39616
33.969864,-84.2212938
33.9791793,-118.032844
33.983656,-84.4272803
33.9887165,-83.8979573
33.9891116,-118.2914872
33.9926097,-83.7201709
33.9934867,-81.0739825
34.0007104,-81.0348144
34.0007104,-81.0348144
34.0007104,-81.0348144
34.0007104,-81.034814
34.0007104,-81.034814
34.0028786,-84.1446376
34.0064659,-118.28254
34.0194543,-118.4911912
34.0194543,-118.49119
34.0232431,-84.361556
34.0232431,-84.3615555
34.0234337,-84.61549
34.0234337,-84.6154897
34.0240113,-118.28634
34.0289259,-84.198579
34.033625,-117.04309
34.033625,-117.04309
34.033879,-117.935274
34.0346824,-118.2414903
34.0489281,-111.0937311
34.0489281,-111.09373
34.0489281,-111.09373
34.0489281,-111.09373
34.0489281,-111.09373
34.0504967,-117.6335205
34.0514898,-84.0713
34.0514898,-84.0712997
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0522342,-118.24368
34.0526919,-118.26535
34.055103,-117.74999
34.0659329,-84.6768796
34.0736204,-118.4003563
34.0736204,-118.4003563
34.074609,-118.4807049
34.0753762,-84.2940899
34.0753762,-84.2940899
34.0839163,-118.35689
34.0873881,-118.38083
34.0904926,-118.3305188
34.0928092,-118.32866
34.0928092,-118.32866
34.0959769,-118.1084392
34.1014873,-84.5193754
34.1206564,-84.0043513
34.1268357,-78.9739192
34.1376576,-118.125269
34.1425078,-118.25508
34.1425078,-118.255075
34.1477849,-118.14452
34.1489719,-118.45136
34.1535868,-118.3444342
34.1650972,-84.7999382
34.1705609,-118.8375937
34.1825782,-118.43968
34.1825782,-118.43968
34.1853462,-118.3600432
34.1954001,-82.161788
34.1975048,-119.1770516
34.2002053,-77.893086
34.2073196,-84.1401926
34.2073196,-84.1401926
34.2248222,-87.009174
34.2331373,-102.4107493
34.2331373,-102.4107493
34.2362054,-96.678613
34.2367621,-84.4907621
34.2438963,-116.91142
34.257038,-85.1646726
34.2675937,-86.2088669
34.2804923,-119.2945199
34.3015282,-77.9142683
34.4208305,-119.6981901
34.4208305,-119.6981901
34.4208305,-119.6981901
34.4208305,-119.6981901
34.4208305,-119.6981901
34.4567915,-93.0613507
34.483901,-114.3224548
34.5034394,-82.650133
34.5794343,-118.1164613
34.5959265,-92.4890469
34.5959265,-92.4890469
34.6124905,-117.8281193
34.6481318,-97.958093
34.667266,-88.562436
34.6845455,-90.3828769
34.6882456,-120.4364208
34.6890953,-77.520344
34.700923,-87.528915
34.7303688,-86.5861037
34.7332178,-79.22976
34.7370639,-82.2542834
34.7464809,-92.2895948
34.7464809,-92.2895948
34.7464809,-92.2895948
34.7464809,-92.2895948
34.7650887,-87.698641
34.7650887,-87.6986407
34.7650887,-87.6986407
34.7659145,-84.769939
34.8526176,-82.3940104
34.8526176,-82.3940104
34.8526176,-82.39401
34.9032325,-76.896704
34.9248667,-81.025078
34.9495672,-81.9320482
34.9495672,-81.9320482
34.9530337,-120.4357191
34.9592083,-116.41939
34.9592083,-116.41939
34.9592083,-116.41939
34.9930956,-80.851596
34.9992469,-81.9712719
35.0077519,-97.092877
35.0077519,-97.092877
35.0077519,-97.092877
35.0077519,-97.092877
35.0077519,-97.092877
35.0456297,-85.3096801
35.0456297,-85.3096801
35.0456297,-85.3096801
35.0456297,-85.30968
35.0456297,-85.30968
35.0456297,-85.30968
35.0537094,-94.6235579
35.0589583,-97.4844761
35.0853336,-106.6055534
35.0853336,-106.6055534
35.0853336,-106.6055534
35.0853336,-106.6055534
35.0853336,-106.60555
35.108493,-77.044114
35.1427533,-120.6412827
35.1427533,-120.64128
35.1495343,-90.0489801
35.1495343,-90.0489801
35.1495343,-90.04898
35.1495343,-90.04898
35.1495343,-90.04898
35.1495343,-90.04898
35.1495343,-90.04898
35.1495343,-90.04898
35.15305,-80.853212
35.20105,-91.831833
35.20105,-91.831833
35.2144026,-80.947315
35.2219971,-101.8313
35.2219971,-101.8312969
35.2225668,-97.4394777
35.2225668,-97.4394777
35.2270869,-80.843127
35.2270869,-80.843127
35.2270869,-80.843127
35.2270869,-80.843127
35.2270869,-80.843127
35.2270869,-80.843127
35.2270869,-80.843127
35.2270869,-80.843127
35.2270869,-80.843127
35.2270869,-80.843127
35.2270869,-80.8431267
35.2270869,-80.8431267
35.2270869,-80.8431267
35.2456474,-80.8017877
35.3272928,-96.9253
35.3342187,-75.5071103
35.3732921,-119.0187125
35.3848841,-77.992765
35.3859242,-94.3985475
35.410694,-80.8428504
35.410694,-80.8428504
35.4336454,-96.6388251
35.4398261,-95.9819429
35.4589926,-97.605052
35.4675602,-97.516428
35.4675602,-97.516428
35.4675602,-97.516428
35.4675602,-97.5164276
35.4686868,-88.5208825
35.4914677,-92.03126
35.5019795,-80.918003
35.5084935,-78.3394455
35.5174913,-86.5804473
35.5174913,-86.5804473
35.5174913,-86.5804473
35.5174913,-86.5804473
35.5174913,-86.580447
35.5174913,-86.580447
35.5174913,-86.580447
35.5761837,-97.568097
35.5848596,-80.8100724
35.6055108,-77.3645653
35.6150716,-87.035283
35.646818,-97.4819379
35.6528323,-97.478095
35.7079146,-79.813645
35.7273509,-77.8907839
35.732652,-78.8502856
35.7475692,-95.370026
35.7475692,-95.370026
35.7475692,-95.370026
35.7595731,-79.0193
35.7595731,-79.0193
35.7595731,-79.0193
35.7595731,-79.0193
35.7595731,-79.0193
35.7595731,-79.0193
35.7595731,-79.0192997
35.7595731,-79.0192997
35.7595731,-79.0192997
35.7595731,-79.0192997
35.7595731,-79.0192997
35.7595731,-79.0192997
35.7595731,-79.0192997
35.774574,-78.643929
35.7795897,-78.638179
35.7795897,-78.638179
35.7795897,-78.638179
35.7795897,-78.6381787
35.7795897,-78.6381787
35.8406225,-88.754225
35.8422967,-90.704279
35.8422967,-90.704279
35.8456213,-86.39027
35.8456213,-86.39027
35.9131996,-79.055845
35.9131996,-79.0558445
35.9214081,-84.0439532
35.9556923,-80.005318
35.9606384,-83.920739
35.9606384,-83.920739
35.9940329,-78.898619
36.0263022,-79.1096901
36.0366811,-86.786835
36.0395247,-114.9817213
36.0404924,-95.9618958
36.0515871,-95.863345
36.060949,-95.7974526
36.060949,-95.7974526
36.0726354,-79.7919754
36.0726354,-79.791975
36.082156,-94.171854
36.0998596,-80.244216
36.1023715,-115.17456
36.1060328,-95.913711
36.1100063,-80.1938012
36.1198588,-80.073653
36.1278679,-94.149391
36.1539816,-95.992775
36.1539816,-95.992775
36.1626638,-86.781602
36.1626638,-86.781602
36.1626638,-86.781602
36.1626638,-86.781602
36.1626638,-86.781602
36.1626638,-86.781602
36.1626638,-86.7816016
36.1626638,-86.7816016
36.1626638,-86.7816016
36.1691085,-115.138862
36.1699412,-115.13983
36.1699412,-115.13983
36.1699412,-115.13983
36.1699412,-115.13983
36.1699412,-115.1398296
36.1699412,-115.1398296
36.1699412,-115.1398296
36.1699412,-115.1398296
36.1699412,-115.1398296
36.1699412,-115.1398296
36.1699412,-115.1398296
36.1699412,-115.1398296
36.277986,-95.834263
36.2786587,-94.304294
36.2942722,-82.4734787
36.3025374,-82.370193
36.3079753,-95.5612055
36.3136201,-121.3541631
36.3179139,-94.1877922
36.336543,-94.217313
36.354575,-94.1974352
36.372231,-94.208321
36.515694,-82.2569667
36.5297706,-87.3594528
36.5301184,-87.3595503
36.6103334,-88.314761
36.6177374,-121.9166215
36.6382925,-94.715516
36.6436731,-93.2185144
36.6777372,-121.6555
36.6844029,-121.802173
36.7281154,-91.8523711
36.7281154,-91.8523711
36.7281154,-91.8523711
36.7520935,-95.951513
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.4179324
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.778261,-119.41793
36.7944045,-76.2170609
36.8529263,-75.977985
36.8529263,-75.977985
36.8664765,-83.8888138
36.8689554,-94.367996
36.9958839,-85.9119215
37.0298687,-76.345222
37.066727,-94.47736
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.2089572,-93.292299
37.2232316,-81.4498717
37.2248982,-95.7099399
37.2248982,-95.7099399
37.2255593,-107.5981123
37.2291595,-82.1590521
37.2295733,-80.413939
37.2387556,-76.509673
37.2765782,-76.496823
37.2765782,-76.4968227
37.3058839,-89.518148
37.3058839,-89.5181476
37.3382082,-121.88633
37.3382082,-121.8863286
37.3382082,-121.8863286
37.3382082,-121.8863286
37.36883,-122.0363496
37.3770935,-77.5049863
37.3822732,-89.666206
37.3860517,-122.08385
37.387474,-122.05754
37.4137536,-79.142246
37.4137536,-79.142246
37.424106,-122.16608
37.4274745,-122.169719
37.4315734,-78.6568942
37.4315734,-78.6568942
37.4315734,-78.6568942
37.4315734,-78.656894
37.4315734,-78.656894
37.4315734,-78.656894
37.4337342,-122.4014193
37.4418834,-122.14302
37.4418834,-122.14302
37.4418834,-122.14302
37.4450327,-122.16135
37.4849377,-119.96628
37.501984,-122.4743184
37.5061069,-77.6490005
37.5061069,-77.6490005
37.5407246,-77.4360481
37.5407246,-77.4360481
37.5407246,-77.436048
37.5407246,-77.436048
