lat,long
24.5592665,-104.65878
25.03428,-77.39628
25.6866142,-100.31611
25.6866142,-100.31611
25.6866142,-100.31611
25.7616798,-80.1917902
25.7616798,-80.1917902
25.7616798,-80.1917902
25.7616798,-80.1917902
25.7616798,-80.1917902
25.7616798,-80.1917902
25.7616798,-80.1917902
25.7616798,-80.1917902
25.7616798,-80.1917902
25.7616798,-80.19179
25.7616798,-80.19179
25.7616798,-80.19179
25.7616798,-80.19179
25.7616798,-80.19179
25.7616798,-80.19179
25.7745031,-80.1917513
25.790654,-80.130046
25.9017472,-97.497484
25.9331488,-80.162546
26.007765,-80.2962555
26.0989338,-80.1343585
26.1224386,-80.1373174
26.1224386,-80.137317
26.1224386,-80.137317
26.1275862,-80.2331036
26.1420358,-81.79481
26.1420358,-81.79481
26.1595194,-97.990837
26.1669711,-80.256595
26.190096,-80.365865
26.1906306,-97.6961026
26.2445263,-80.206436
26.3683064,-80.1289321
26.3683064,-80.1289321
26.3683064,-80.1289321
26.3683064,-80.1289321
26.5609093,-81.914532
26.5628537,-81.949533
26.640628,-81.8723084
26.640628,-81.872308
26.6844193,-81.809886
26.7056206,-80.03643
26.7153424,-80.053375
26.7542312,-80.933675
26.8233946,-80.138655
26.8233946,-80.138655
26.9342246,-80.0942087
26.9342246,-80.0942087
26.9620053,-82.3525952
26.9620053,-82.3525952
27.0832157,-81.0777078
27.3364347,-82.5306527
27.3955284,-82.5545239
27.3955284,-82.5545239
27.3955284,-82.5545239
27.4409144,-82.60816
27.4989278,-82.5748194
27.5305671,-99.4803241
27.5663227,-99.4721255
27.6648274,-81.515754
27.6648274,-81.515754
27.6648274,-81.515754
27.6648274,-81.515754
27.6648274,-81.515754
27.6648274,-81.515754
27.6648274,-81.515754
27.6648274,-81.515754
27.6648274,-81.515754
27.6648274,-81.515754
27.6648274,-81.515754
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.6648274,-81.5157535
27.763383,-82.543672
27.7676008,-82.640292
27.7676008,-82.640292
27.8005828,-97.396381
27.8199853,-82.29578
27.9311339,-82.368704
27.950575,-82.457178
27.950575,-82.457178
27.950575,-82.457178
27.950575,-82.457178
27.950575,-82.457178
27.950575,-82.4571776
27.9658533,-82.800103
27.9658533,-82.800103
27.9658533,-82.8001026
27.990984,-82.6883938
28.0394654,-81.9498042
28.0582985,-81.866144
28.0836269,-80.608109
28.0836269,-80.608109
28.3644485,-82.6934343
28.5383355,-81.379237
28.5383355,-81.379237
28.5383355,-81.379237
28.5383355,-81.379237
28.5383355,-81.379237
28.5383355,-81.379237
28.5383355,-81.3792365
28.5383355,-81.3792365
28.5383355,-81.3792365
28.6329957,-106.0691
28.6934076,-81.532215
28.7097167,-81.732854
28.7390864,-81.86909
29.0963729,-80.936998
29.1712454,-81.0371117
29.1871986,-82.140092
29.2858129,-81.0558894
29.3013479,-94.7976958
29.4241219,-98.4936282
29.4241219,-98.4936282
29.4241219,-98.4936282
29.4241219,-98.4936282
29.4241219,-98.4936282
29.4241219,-98.4936282
29.4241219,-98.493628
29.501988,-98.338212
29.5293998,-95.201045
29.561618,-98.2269553
29.5825855,-95.207543
29.6038404,-95.1750783
29.6516344,-82.3248262
29.6516344,-82.3248262
29.6516344,-82.3248262
29.6516344,-82.3248262
29.6516344,-82.3248262
29.6606723,-82.41151
29.7038652,-95.333996
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.369803
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7857853,-95.824396
29.7857853,-95.8243956
29.800097,-95.824974
29.8832749,-97.9413941
29.888411,-97.938351
29.9012437,-81.312434
29.9510658,-90.0715323
29.9510658,-90.0715323
29.9510658,-90.0715323
29.9510658,-90.0715323
29.9510658,-90.0715323
29.9510658,-90.0715323
29.9510658,-90.071532
29.9510658,-90.071532
29.9510658,-90.071532
29.9510658,-90.071532
29.9510658,-90.071532
29.9746502,-92.1342921
29.9988312,-95.2621553
30.0035365,-91.8187285
30.0035365,-91.8187285
30.0035365,-91.8187285
30.0575359,-95.1902986
30.097643,-97.307347
30.1588129,-85.6602058
30.1658207,-95.4612625
30.2240897,-92.0198427
30.2240897,-92.0198427
30.2265949,-93.217376
30.2306906,-97.799714
30.2519247,-97.746869
30.265881,-97.736813
30.267153,-97.743061
30.267153,-97.743061
30.267153,-97.743061
30.267153,-97.743061
30.267153,-97.743061
30.267153,-97.743061
30.267153,-97.743061
30.267153,-97.7430608
30.267153,-97.7430608
30.267153,-97.7430608
30.267153,-97.7430608
30.267153,-97.7430608
30.267153,-97.7430608
30.2849185,-97.7340567
30.2868632,-89.3761587
30.3058611,-90.972358
30.3321838,-81.655651
30.3321838,-81.655651
30.3674198,-89.0928155
30.3960318,-88.8853078
30.421309,-87.216915
30.4382559,-84.280733
30.4382559,-84.280733
30.4382559,-84.280733
30.4582829,-91.14032
30.4582829,-91.14032
30.4582829,-91.14032
30.4868564,-90.956213
30.5082551,-97.678896
30.5131593,-82.005602
30.554281,-91.0368766
30.5782446,-98.2728003
30.6035255,-87.903605
30.6175619,-96.3079044
30.627977,-96.3344068
30.627977,-96.3344068
30.6696818,-81.4625919
30.6743643,-96.369963
30.6773394,-96.381045
30.6953657,-88.0398912
30.7591685,-97.698227
30.9842977,-91.962333
30.9842977,-91.962333
30.9842977,-91.962333
30.9842977,-91.962333
30.9842977,-91.962333
30.9842977,-91.9623327
30.9842977,-91.9623327
31.0487933,-85.304933
31.3151708,-85.855216
31.3271189,-89.2903392
31.3271189,-89.290339
31.549333,-97.1466695
31.5604442,-91.403171
31.7607195,-93.0862749
31.7618778,-106.4850217
31.7618778,-106.4850217
31.7621153,-95.6307891
31.8023831,-97.0916692
31.812438,-106.4213208
31.8456816,-102.3676431
31.8576265,-103.09267
31.9685988,-99.9018131
31.9685988,-99.9018131
31.9685988,-99.9018131
31.9685988,-99.9018131
31.9685988,-99.9018131
31.9685988,-99.9018131
31.9685988,-99.9018131
31.9685988,-99.9018131
31.9685988,-99.9018131
31.9685988,-99.9018131
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.9685988,-99.901813
31.977196,-85.649841
32.0835407,-81.099834
32.1656221,-82.9000751
32.1656221,-82.9000751
32.1656221,-82.9000751
32.1656221,-82.9000751
32.1656221,-82.9000751
32.1656221,-82.9000751
32.1656221,-82.9000751
32.1656221,-82.9000751
32.1656221,-82.9000751
32.1656221,-82.9000751
32.1656221,-82.900075
32.1656221,-82.900075
32.1656221,-82.900075
32.1656221,-82.900075
32.1656221,-82.900075
32.1656221,-82.900075
32.2217429,-110.92648
32.2217429,-110.92648
32.2217429,-110.92648
32.2217429,-110.926479
32.2217429,-110.926479
32.2217429,-110.926479
32.2412672,-92.7159853
32.2679247,-96.170252
32.2959337,-95.260921
32.2987573,-90.1848103
32.2987573,-90.1848103
32.2987573,-90.18481
32.2987573,-90.18481
32.2987573,-90.18481
32.2987573,-90.18481
32.3182314,-86.902298
32.3399462,-99.704054
32.3512601,-95.301062
32.3546679,-89.3985283
32.3546679,-89.3985283
32.359309,-95.2990915
32.4274274,-93.7049219
32.4487364,-99.7331439
32.5007037,-94.740489
32.5184775,-92.1476353
32.5211504,-93.743631
32.6454116,-85.3782795
32.6631537,-95.488475
32.6781085,-117.0992
32.6781085,-117.0991967
32.6911521,-96.4527891
32.7157305,-117.1610966
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.1610838
32.715738,-117.16108
32.715738,-117.16108
32.715738,-117.16108
32.715738,-117.16108
32.715738,-117.16108
32.715738,-117.16108
32.715738,-117.16108
32.715738,-117.16108
32.715738,-117.16108
32.715738,-117.16108
32.715738,-117.16108
32.7287413,-96.622771
32.735687,-97.108066
32.7554883,-97.330766
32.7554883,-97.3307658
32.7573626,-94.345193
32.772201,-102.623199
32.7764749,-79.9310512
32.7764749,-79.931051
32.7766642,-96.796988
32.7766642,-96.796988
32.7766642,-96.796988
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7766642,-96.7969879
32.7995738,-97.269182
32.8156603,-96.8439894
32.8180414,-96.9491171
32.8365488,-97.1031342
32.8406946,-83.6324022
32.8406946,-83.6324022
32.8406946,-83.632402
32.855705,-97.037662
32.912624,-96.6388833
32.912624,-96.638883
32.9265137,-96.8961151
32.9312336,-96.459709
32.9342919,-97.0780654
32.9483335,-96.729852
32.9483335,-96.729852
32.9518115,-96.821657
33.0145673,-97.096955
33.0588095,-96.722597
33.1747056,-96.685679
33.1972465,-96.6397822
33.2098407,-87.5691735
33.2148412,-97.133068
33.2148412,-97.133068
33.2168831,-96.6120947
33.2362278,-96.80111
33.2859472,-96.572767
33.3528264,-111.78903
33.4150485,-111.54958
33.4151843,-111.8314724
33.4200638,-111.9329515
33.425125,-94.0476882
33.4255104,-111.94001
33.4255104,-111.94001
33.4483771,-112.07404
33.4483771,-112.07404
33.4483771,-112.07404
33.4483771,-112.07404
33.4483771,-112.07404
33.4483771,-112.07404
33.4483771,-112.07404
33.4483771,-112.0740373
33.4483771,-112.0740373
33.4483771,-112.0740373
33.4483771,-112.0740373
33.4500425,-112.25932
33.4689509,-112.5065523
33.4734978,-82.010515
33.5206608,-86.80249
33.5206608,-86.80249
33.527613,-117.68393
33.5556614,-85.899966
33.5610582,-117.1319135
33.5684605,-117.7263
33.5778631,-101.85517
33.5778631,-101.8551665
33.5778631,-101.8551665
33.5801103,-85.076611
33.5967091,-83.860493
33.5968913,-117.6581562
33.6198251,-86.6088756
33.6407282,-84.4277
33.6504107,-97.2053697
33.6594835,-117.9988026
33.6594835,-117.9988026
33.6594835,-117.9988
33.6845673,-117.8265049
33.6845673,-117.8265
