"lon","lat"
-118.2436849,34.0522342
-85.6023643,44.3148443
-75.977985,36.8529263
-76.6412712,39.0457549
-77.1945247,41.2033216
-56.0978917,-15.6014109
-43.1728965,-22.9068467
-48.3242858,-10.249091
-118.2436849,34.0522342
-95.712891,37.09024
-66.590149,18.220833
-75.6624122,41.408969
-0.1277583,51.5073509
-74.4056612,40.0583238
-94.1814264,45.5635343
31.3784704,31.0409483
-116.419389,34.9592083
-60.978893,13.909444
-81.9145322,26.5609093
71.9243183,30.4911461
-87.6297982,41.8781136
-84.3879824,33.7489954
-77.0368707,38.9071923
-74.0059728,40.7127753
-78.7583257,41.1210115
-118.2436849,34.0522342
-94.6858998,46.729553
-86.5804473,35.5174913
-87.6297982,41.8781136
-77.0368707,38.9071923
-99.9018131,31.9685988
-77.0368707,38.9071923
-81.229853,41.9601644
-92.4801989,44.0121221
-79.0741629,43.0828162
-37.4329352,-10.6872332
0.121817,52.205337
-76.6121893,39.2903848
-84.5037164,38.0405837
-43.34446,-22.8255312
-95.712891,37.09024
-106.3251749,42.8500769
-43.1728965,-22.9068467
-42.5340796,-22.2887261
-43.1779137,-22.5112638
-92.7049303,45.3205199
-117.1610838,32.715738
19.5033041,47.162494
-70.8119953,-9.0237964
-74.0059728,40.7127753
-112.259321,33.4500425
-78.8783689,42.8864468
-111.789027,33.3528264
-80.1300455,25.790654
-122.3320708,47.6062095
-76.6121893,39.2903848
-72.803155,41.3463716
-90.1848103,32.2987573
-80.8431267,35.2270869
-1.552206,53.8048043
-96.7298519,32.9483335
-82.4571776,27.950575
-95.712891,37.09024
-95.712891,37.09024
-122.4194155,37.7749295
-79.1422464,37.4137536
-118.3568932,34.0839163
-94.3451926,32.7573626
-82.907123,40.4172871
-82.8123646,39.8466556
-43.1728965,-22.9068467
28.0473051,-26.2041028
75.589014,31.312413
-67.824918,-9.9753837
-43.1728965,-22.9068467
-40.2949528,-20.3477821
-121.6015142,48.2553867
-3.943646,51.62144
-95.4884746,32.6631537
-76.1390412,43.0402889
-88.7878678,43.7844397
-43.4607419,-22.7561319
-122.2653887,38.5024689
-51.92528,-14.235004
-74.9786065,39.8560578
-73.9712488,40.7830603
-74.0059728,40.7127753
-95.712891,37.09024
-92.03126,35.4914677
-98.4936282,29.4241219
-43.1728965,-22.9068467
-97.678896,30.5082551
-118.2436849,34.0522342
-2.13125,49.214439
-73.567256,45.5016889
-81.8690904,28.7390864
-122.4194155,37.7749295
-77.4360481,37.5407246
-80.1373174,26.1224386
-117.1610838,32.715738
-77.0368707,38.9071923
-122.2913078,37.8271784
-46.6333094,-23.5505199
80.0087746,6.9016086
-98.4842465,39.011902
-95.712891,37.09024
-95.8633446,36.0515871
-73.7948516,40.7282239
-63.616672,-38.416097
-93.2650108,44.977753
-77.0368707,38.9071923
-77.2716502,39.1731621
-43.2053404,-22.9252336
-73.6005824,44.7904203
-122.1660756,37.424106
-83.4832692,42.4311464
-0.399752,54.283113
-118.2436849,34.0522342
-98.4842465,39.011902
-112.0740373,33.4483771
-90.1848103,32.2987573
-120.5542012,43.8041334
-119.4179324,36.778261
-77.0368707,38.9071923
-77.0368707,38.9071923
-104.9302662,37.9236194
-74.4056612,40.0583238
-95.712891,37.09024
-0.084728,51.52849
-80.9473146,35.2144026
-75.7506114,39.6779504
-82.9000751,32.1656221
-122.6123142,45.3656761
-65.2192903,-26.8221127
-74.35682,41.3317606
-77.0368707,38.9071923
-87.6297982,41.8781136
-48.3613567,-21.6012678
-71.0862923,42.3451195
-95.3698028,29.7604267
-113.4909267,53.544389
-79.0192997,35.7595731
-44.5550308,-18.512178
-83.0363633,42.3149367
-73.087749,41.6032207
-75.6937348,45.4232921
-47.8821658,-15.7942287
-122.3320708,47.6062095
1.245634,52.6963099
-84.5039697,38.0306511
-76.4968227,37.2765782
8.675277,9.081999
-97.7468691,30.2519247
-120.6412827,35.1427533
-100.3161126,25.6866142
-74.0059728,40.7127753
-43.3907025,-22.9681736
-75.1652215,39.9525839
-99.9018131,31.9685988
-43.1728965,-22.9068467
-86.7868346,36.0366811
-73.970379,40.7581722
-95.712891,37.09024
-85.3096801,35.0456297
-79.4608204,46.3091152
-75.1500233,39.9488737
-94.6094334,39.0559992
-122.4194155,37.7749295
-80.365865,26.190096
-86.1349019,40.2671941
-114.0708459,51.0486151
-122.4194155,37.7749295
-49.6435018,-27.2160932
-77.0368707,38.9071923
-86.7816016,36.1626638
-71.5642076,41.6885978
-118.2436849,34.0522342
-76.5096731,37.2387556
-121.9141528,37.8815913
-43.1728965,-22.9068467
-95.3698028,29.7604267
-95.712891,37.09024
35.9283716,31.9453666
-118.2436849,34.0522342
-119.4179324,36.778261
-95.712891,37.09024
-83.5688244,41.7792144
-82.9000751,32.1656221
-75.1652215,39.9525839
-4.129263,53.22739
-103.0926652,31.8576265
-79.9958864,40.4406248
-47.8103238,-21.1704008
-74.0059728,40.7127753
-79.0192997,35.7595731
-90.0715323,29.9510658
-84.3879824,33.7489954
101.6533256,3.2535016
-73.9441579,40.6781784
-81.5157535,27.6648274
-93.6091064,41.6005448
-113.2094659,53.7007157
-115.1398296,36.1699412
-93.2173758,30.2265949
-90.5787476,41.5094771
-74.4056612,40.0583238
-95.712891,37.09024
-122.4194155,37.7749295
-87.6986407,34.7650887
-73.9828632,40.7312691
-80.1917902,25.7616798
-95.712891,37.09024
-105.7820674,39.5500507
-75.7506114,39.6779504
-94.47736,37.066727
-79.0192997,35.7595731
-76.5057988,39.3218962
-117.9988026,33.6594835
-111.0937311,34.0489281
-96.722597,33.0588095
-96.7298519,32.9483335
-105.811985,39.942688
-94.7404891,32.5007037
-118.1937395,33.7700504
-91.9623327,30.9842977
-82.4571776,27.950575
-2.5969501,53.3900441
-74.0059728,40.7127753
-43.1728965,-22.9068467
-74.0059728,40.7127753
-73.134961,40.789142
176.9120178,-39.4928444
-46.6333094,-23.5505199
-91.8318334,35.20105
-74.0059728,40.7127753
-96.7969879,32.7766642
-94.6858998,46.729553
-87.6297982,41.8781136
-118.2436849,34.0522342
-88.0072909,41.9750287
-87.6297982,41.8781136
-95.712891,37.09024
-118.2436849,34.0522342
-77.520344,34.6890953
-73.7562317,42.6525793
-118.2436849,34.0522342
-74.0112764,40.7074909
-77.1945247,41.2033216
4.469936,50.503887
-95.712891,37.09024
-73.4881809,40.6659344
-120.7401385,47.7510741
-122.2913078,37.8271784
-119.4179324,36.778261
-76.8867008,40.2731911
-81.5157535,27.6648274
-73.7562317,42.6525793
-87.6297982,41.8781136
-74.9325683,40.0994425
-94.658108,39.022807
-111.0937311,34.0489281
-91.5301683,41.6611277
-120.5542012,43.8041334
-74.0059728,40.7127753
-81.2518833,41.981532
-75.1652215,39.9525839
-43.1728965,-22.9068467
-118.3808263,34.0873881
-75.1652215,39.9525839
-75.5243682,39.158168
-43.4194095,-22.8098164
-94.7309056,38.9244088
-43.1728965,-22.9068467
-94.1718542,36.082156
-95.712891,37.09024
-97.092877,35.0077519
-123.3687856,48.4228491
-40.2957768,-20.2976178
-95.712891,37.09024
-73.9441579,40.6781784
-122.3320708,47.6062095
-51.92528,-14.235004
-97.7430608,30.267153
-86.7816016,36.1626638
-74.4056612,40.0583238
-95.3698028,29.7604267
-97.330053,37.6871761
-115.1398296,36.1699412
-86.9080655,40.4258686
-95.9979883,41.2523634
-117.9544069,33.7090212
-96.5727669,33.2859472
-2.2426305,53.4807593
-73.9712488,40.7830603
-74.0059728,40.7127753
-81.3792365,28.5383355
-119.7674034,39.1637984
-95.8243956,29.7857853
-74.0321122,40.9906561
-83.6874562,43.0125274
-77.0368707,38.9071923
37.906193,-0.023559
-112.0740373,33.4483771
-95.3698028,29.7604267
-80.1917902,25.7616798
-81.7948103,26.1420358
-89.3985283,40.6331249
-3.74922,40.463667
-0.1747952,5.6028328
-97.3307658,32.7554883
-79.9958864,40.4406248
-67.8255238,46.9053644
-112.0740373,33.4483771
-77.9962512,38.4729632
-79.9824392,40.4522837
127.510093,40.339852
-96.8216567,32.9518115
-73.7237528,44.7214301
6.6958939,6.2059295
-122.2913078,37.8271784
-43.2301558,-22.9121089
-72.5778415,44.5588028
6.1462019,46.2034801
-92.1004852,46.7866719
-5.051041,50.263195
-90.0489801,35.1495343
-117.0991967,32.6781085
-84.3879824,33.7489954
11.3547582,46.4982953
36.8219462,-1.2920659
-76.275798,43.1106071
-77.1945247,41.2033216
-75.4898448,39.6832814
-83.0491958,42.3294776
-74.4056612,40.0583238
-74.0059728,40.7127753
-76.4921829,38.9784453
-118.1445155,34.1477849
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-97.9580933,34.6481318
-95.712891,37.09024
103.7413591,1.492659
-43.1728965,-22.9068467
-95.9979883,41.2523634
-117.1610838,32.715738
-43.1728965,-22.9068467
-122.6465372,47.735928
-84.7052234,38.0472984
-95.370026,35.7475692
-122.4194155,37.7749295
116.2887561,39.7864116
-82.4571776,27.950575
-43.1728965,-22.9068467
2.3522219,48.856614
-95.712891,37.09024
-83.0457538,42.331427
-120.5542012,43.8041334
-106.0691004,28.6329957
-43.8485623,-19.9930393
-87.6297982,41.8781136
-82.9987942,39.9611755
-0.4666565,52.1359735
-115.1398296,36.1699412
-119.4179324,36.778261
-99.9018131,31.9685988
-76.5018807,42.4439614
-95.834263,36.277986
-84.1052256,40.742551
-97.037662,32.855705
-75.1652215,39.9525839
-98.4842465,39.011902
123.4180473,13.4205369
-74.0059728,40.7127753
-99.9018131,31.9685988
-43.1728965,-22.9068467
-99.9018131,41.4925374
-102.552784,23.634501
-93.7436314,32.5211504
-117.7262981,33.5684605
-96.6786131,34.2362054
-112.0740373,33.4483771
-95.712891,37.09024
-71.3824374,42.4072107
-96.7311034,43.5445959
-43.9352376,-19.9245018
-100.3161126,25.6866142
-43.1093638,-22.9043971
-51.92528,-14.235004
168.6626435,-45.0311622
-76.7752493,39.1492746
-99.9018131,31.9685988
-77.0368707,38.9071923
-95.370026,35.7475692
-43.1728965,-22.9068467
-86.39027,35.8456213
-73.8648268,40.8447819
-81.8098864,26.6844193
-88.0503406,41.7469749
-74.0059728,40.7127753
-77.3570028,38.9586307
106.8650395,-6.17511
-118.2436849,34.0522342
-83.1052028,42.4858692
-97.7430608,30.267153
-88.2433829,40.1164204
-74.0059728,40.7127753
-81.6943605,41.49932
36.8219462,-1.2920659
-74.4056612,40.0583238
-2.58791,51.454513
-77.0368707,38.9071923
-86.158068,39.768403
-119.4179324,36.778261
-91.8318334,37.9642529
-84.3879824,33.7489954
-111.9400054,33.4255104
-116.2146068,43.6187102
-73.4742914,40.6806563
-91.5301683,41.6611277
-104.8229839,38.8354621
-80.1917902,25.7616798
-119.4179324,36.778261
-117.8265049,33.6845673
-95.712891,37.09024
-74.0059728,40.7127753
-71.5723953,43.1938516
-99.9018131,31.9685988
-122.4442906,47.2528768
-97.7430608,30.267153
-4.4243818,57.3228575
-95.712891,37.09024
-122.6764815,45.5230622
-115.1745559,36.1023715
-74.0059728,40.7127753
-77.1945247,41.2033216
-117.0430865,34.033625
0.232214,51.413735
-43.1728965,-22.9068467
-95.712891,37.09024
-105.2705456,40.0149856
-84.5120196,39.1031182
-82.2957801,27.8199853
-86.1349019,40.2671941
-73.9612887,41.9209018
-43.1728965,-22.9068467
-77.0368707,38.9071923
-80.8431267,35.2270869
-99.9018131,31.9685988
-122.1341321,38.0193657
-43.1728965,-22.9068467
-117.1610838,32.715738
-74.0059728,40.7127753
-42.2531991,-21.9844505
-122.2711137,37.8043637
-79.0192997,35.7595731
-84.3879824,33.7489954
-106.2800242,43.4113604
-81.5322149,28.6934076
-95.712891,37.09024
11.1217486,46.0747793
-122.4194155,37.7749295
-107.2902839,43.0759678
-77.1945247,41.2033216
-9.138534,38.7538907
-119.4179324,36.778261
-70.5573124,-33.3989812
-77.8930859,34.2002053
-74.0059728,40.7127753
-81.5157535,27.6648274
-122.1430195,37.4418834
-98.4933873,33.9137085
-51.92528,-14.235004
-74.2179326,43.2994285
-77.026088,38.9906657
130.8510729,-12.4080454
-95.712891,37.09024
-90.9723583,30.3058611
-91.403171,31.5604442
-77.1945247,41.2033216
-117.1610838,32.715738
-74.0059728,40.7127753
-86.1349019,40.2671941
-70.162651,18.735693
-112.0740373,33.4483771
-95.3339956,29.7038652
-87.9036047,30.6035255
-82.9000751,32.1656221
-85.6680863,42.9633599
-121.4943996,38.5815719
-95.712891,37.09024
-121.8863286,37.3382082
-71.0588801,42.3600825
-74.0059728,40.7127753
-76.6412712,39.0457549
-120.5542012,43.8041334
-51.92528,-14.235004
-84.2807329,30.4382559
-122.1430195,37.4418834
-90.0715323,29.9510658
-72.6850932,41.7637111
-82.3701933,36.3025374
-43.2853431,-22.8341709
-77.0368707,38.9071923
-77.0368707,38.9071923
-77.026088,38.9906657
-80.0533746,26.7153424
-86.7816016,36.1626638
-70.2553259,43.661471
-97.5164276,35.4675602
-118.3286614,34.0928092
-84.2700179,37.8393332
-51.92528,-14.235004
-119.8138027,39.5296329
-90.0715323,29.9510658
-41.9463785,-22.5272615
-157.7973653,21.3996475
101.8959941,3.896212
-83.4832692,42.4311464
-96.6851982,40.8257625
-76.6412712,39.0457549
-122.2711137,37.8043637
-81.1637245,33.836081
-118.451357,34.1489719
-87.2169149,30.421309
-71.3824374,42.4072107
-77.1945247,41.2033216
-122.3320708,47.6062095
-82.6402915,27.7676008
-123.8264512,46.5180824
-76.7158012,40.1109277
-93.0899578,44.9537029
-43.1728965,-22.9068467
-80.264593,43.5549217
-77.0909809,38.8816208
-82.907123,40.4172871
-120.7401385,47.7510741
-122.2011075,40.1998777
-80.1625463,25.9331488
30.3431869,37.6906551
-77.0368707,38.9071923
-95.9979883,41.2523634
-95.712891,37.09024
-105.1019275,40.1672068
-86.1349019,40.2671941
-99.9018131,31.9685988
-116.419389,34.9592083
-86.39027,35.8456213
-83.0457538,42.331427
-43.0398345,-22.6566022
-82.4571776,27.950575
-76.8967043,34.9032325
-83.7430378,42.2808256
-73.986885,40.720418
-110.926479,32.2217429
-77.0368707,38.9071923
-80.8431267,35.2270869
-95.9137108,36.1060328
-43.1728965,-22.9068467
-89.3985283,40.6331249
-105.084423,40.5852602
-73.087749,41.6032207
-82.5436722,27.763383
-81.8661442,28.0582985
-81.5157535,27.6648274
-85.6023643,44.3148443
-77.0909809,38.8816208
-84.7699385,34.7659145
-90.48344,41.56085
-75.4007058,39.9868904
-89.574563,44.5235792
-97.4974838,25.9017472
-95.712891,37.09024
-121.2880059,38.7521235
-88.7878678,43.7844397
-122.286865,38.2975381
-82.4571776,27.950575
-90.9562125,30.4868564
-81.8723084,26.640628
-79.7919754,36.0726354
-95.712891,37.09024
-77.6109219,43.16103
-95.712891,37.09024
-77.0441143,35.108493
-74.0059728,40.7127753
-123.8264512,46.5180824
-83.2396612,42.7844752
-94.5785667,39.0997265
-74.0059728,40.7127753
-81.0998342,32.0835407
-98.338212,29.501988
-118.2436849,34.0522342
-88.314761,36.6103334
-43.1728965,-22.9068467
-122.4194155,37.7749295
-83.7802214,42.5294773
-77.5063739,37.665978
-87.0091742,34.2248222
-74.0059728,40.7127753
-122.272747,37.8715926
-82.6501332,34.5034394
-73.9441579,40.6781784
-70.6692655,-33.4488897
-77.0368707,38.9071923
-77.0368707,38.9071923
-91.8318334,35.20105
-119.4179324,36.778261
-71.0588801,42.3600825
-74.0059728,40.7127753
-82.3687039,27.9311339
-77.0368707,38.9071923
-94.1493911,36.1278679
28.3929417,-25.6051205
-16.2518467,28.4636296
-76.6412712,39.0457549
-85.8999661,33.5556614
-111.5495777,33.4150485
-86.7816016,36.1626638
4.4024643,51.2194475
-82.9000751,32.1656221
-87.8517253,41.8239203
-43.1728965,-22.9068467
-95.992775,36.1539816
-71.5723953,43.1938516
-90.1848103,32.2987573
-121.6555013,36.6777372
-121.4943996,38.5815719
-93.6091064,41.6005448
-95.712891,37.09024
-84.0712997,34.0514898
-117.1610838,32.715738
-39.3206241,-5.4983977
-111.0937311,39.3209801
-89.2903392,31.3271189
-81.3792365,28.5383355
-97.1080656,32.735687
-85.3096801,35.0456297
-82.907123,40.4172871
-120.7401385,47.7510741
-77.0368707,38.9071923
-99.9018131,31.9685988
-95.712891,37.09024
-77.1945247,41.2033216
-51.92528,-14.235004
-74.0086323,40.7162692
-92.1004852,46.7866719
-38.5014136,-12.9722184
-81.7328542,28.7097167
8.4036527,49.0068901
-83.6324022,32.8406946
-80.8431267,35.2270869
-71.636864,43.3243931
-79.5355111,43.8049072
-77.0909809,38.8816208
-71.2356113,42.3764852
-122.5210234,38.3497465
-85.2519035,39.0719988
-80.1386547,26.8233946
-43.1728965,-22.9068467
-83.9207392,35.9606384
-97.7430608,30.267153
98.6722227,3.5951956
-43.1728965,-22.9068467
-106.6700458,52.1332144
-117.1610838,32.715738
-87.6297982,41.8781136
7.6615938,51.4332367
-43.1728965,-22.9068467
-74.0059728,40.7127753
-99.9018131,31.9685988
-110.926479,32.2217429
-95.712891,37.09024
-105.7820674,39.5500507
-90.1994042,38.6270025
-82.907123,40.4172871
-81.3792365,28.5383355
-72.9278835,41.308274
-111.0937311,34.0489281
-43.1728965,-22.9068467
-104.8970678,39.536482
-85.6023643,44.3148443
-91.8318334,37.9642529
-101.8312969,35.2219971
-118.2436849,34.0522342
-122.3320708,47.6062095
-89.5181476,37.3058839
-66.2543293,18.4444709
-86.80249,33.5206608
-81.3792365,28.5383355
-84.521041,39.298855
-74.0059728,40.7127753
-118.2436849,34.0522342
-95.712891,37.09024
-84.3879824,33.7489954
-95.712891,37.09024
-74.0059728,40.7127753
-77.1945247,41.2033216
-99.9018131,31.9685988
-0.196612,51.903761
-5.0527125,50.2660471
-86.7816016,36.1626638
-50.3433394,-14.0990364
-122.2711137,37.8043637
-3.7346728,51.691743
-95.712891,37.09024
-43.1728965,-22.9068467
-70.3975022,-23.6509279
-114.7420408,44.0682019
-82.0056024,30.5131593
-43.1728965,-22.9068467
-73.212072,44.4758825
-74.0059728,40.7127753
-96.1816626,38.403903
-117.3961564,33.9533487
101.975766,4.210484
-122.4852507,37.8590937
-85.1393513,41.079273
-115.1398296,36.1699412
-77.6077865,38.204165
-80.0926014,40.538026
100.3327617,5.4163459
-95.712891,37.09024
0.407962,52.24488
-2.2668382,52.2545225
-80.1373174,26.1224386
-79.8136446,35.7079146
-75.1652215,39.9525839
-74.0059728,40.7127753
-71.0161643,42.5950939
-72.5753869,44.2600593
-9.1393366,38.7222524
-122.0575434,37.387474
-118.4396756,34.1825782
-112.5347775,46.0038232
-76.1474244,43.0481221
-74.0059728,40.7127753
27.8540323,-26.2485377
-118.1331593,33.9401088
-76.1474244,43.0481221
-97.092877,35.0077519
-81.6326234,38.3498195
-83.017962,40.0931191
-71.3824374,42.4072107
-122.6269768,47.5650067
-43.1728965,-22.9068467
-77.0368707,38.9071923
-83.1582451,40.0333961
-42.9756194,-22.416956
-43.1728965,-22.9068467
-74.0059728,40.7127753
-3.74922,40.463667
-123.7079417,48.7786908
-39.736577,-18.5887732
-0.3762881,39.4699075
-87.6297982,41.8781136
-95.2609213,32.2959337
-2.0727839,53.7190281
-85.3096801,35.0456297
-79.9958864,40.4406248
3.0175712,39.6952629
-77.0368707,38.9071923
-86.8752869,40.4167022
14.3757985,40.6262925
-74.0059728,40.7127753
-97.5164276,35.4675602
-80.0736533,36.1198588
4.3517211,50.8503463
116.4073963,39.9041999
-73.258821,42.335961
-75.3854728,38.6901134
-84.2807329,30.4382559
-95.3698028,29.7604267
106.8650395,-6.17511
-75.6054882,39.9606643
-79.0192997,35.7595731
-92.2634206,14.9055599
-77.0368707,38.9071923
-2.2294172,53.4103463
-97.1330683,33.2148412
101.5037611,3.0696089
-99.9018131,31.9685988
-85.649841,31.977196
-96.7969879,32.7766642
-111.7185451,40.3169235
-95.712891,37.09024
105.318756,61.52401
-95.9515134,36.7520935
-79.9310512,32.7764749
101.4455621,3.044917
-90.1994042,38.6270025
110.3592127,1.5532783
-92.3340724,38.9517053
-96.9253004,35.3272928
24.684866,-22.328474
-95.712891,37.09024
-88.9936489,40.4897866
-116.9114215,34.2438963
-78.8783689,42.8864468
101.6720895,3.1922257
-84.3615555,34.0232431
-74.0059728,40.7127753
-100.3161126,25.6866142
5.5564857,53.1888206
-1.9927105,51.3491996
-122.6269768,47.5650067
-99.9018131,31.9685988
-118.2436849,34.0522342
-2.13125,49.214439
-95.712891,37.09024
-99.9018131,31.9685988
-43.9508324,-12.7594434
-97.6982272,30.7591685
-80.4139393,37.2295733
-74.0059728,40.7127753
-106.6055534,35.0853336
-81.5157535,27.6648274
-51.92528,-14.235004
-84.4277001,33.6407282
-85.6023643,44.3148443
-42.6279835,-22.7186089
-2.2380335,51.8642112
-76.805345,39.132015
-64.6334643,10.2007985
-80.1386547,26.8233946
-84.1146086,33.7341374
-74.0059728,40.7127753
-71.0588801,42.3600825
110.3561287,-7.8156307
12.3698636,50.0795334
-99.9018131,31.9685988
-112.0740373,33.4483771
-81.5157535,27.6648274
-46.6333094,-23.5505199
-5.0527125,50.2660471
-85.7371847,38.2775702
11.8767611,45.4064349
-98.4842465,39.011902
-75.5276699,38.9108325
-97.736813,30.265881
-77.39628,25.03428
-84.3879824,33.7489954
-74.90989,40.6367682
-96.80111,33.2362278
-84.3879824,33.7489954
-43.2410248,-22.9325728
-43.1728965,-22.9068467
-75.1652215,39.9525839
-80.8431267,35.2270869
-122.4194155,37.7749295
-75.3099375,40.0688309
-73.8124984,40.6764003
-121.9514666,49.1579401
-88.7878678,43.7844397
-81.5157535,27.6648274
-91.9623327,30.9842977
-43.1728965,-22.9068467
-99.7040535,32.3399462
-122.1430195,37.4418834
-105.7530705,53.2033494
-78.6381787,35.7795897
-118.2436849,34.0522342
-120.7401385,47.7510741
-95.712891,37.09024
73.1349605,31.4503662
-78.6439286,35.774574
-122.3320708,47.6062095
-85.6023643,44.3148443
-117.1610838,32.715738
-43.1728965,-22.9068467
-74.0059728,40.7127753
-96.7969879,32.7766642
-77.44211,39.752136
-43.1728965,-22.9068467
-111.7957645,40.3768954
-43.1728965,-22.9068467
-122.1613454,37.4450327
-43.1728965,-22.9068467
-87.6297982,41.8781136
-43.9352376,-19.9245018
-78.6568942,37.4315734
-73.9441579,40.6781784
-77.0368707,38.9071923
-91.9623327,30.9842977
-97.5164276,35.4675602
